text,emotion,source
"@user Careful, Cayce. That's almost a racist statement.  @user @user @user",sarcasm,tweeteval_irony_validation
"Sad I don't have a Christmas jumper, thanks @user for your super fast delivery 👍",sarcasm,tweeteval_irony_train
At one point i almost believed that the law of attraction was effective. !,sarcasm,tweeteval_irony_validation
A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  😑,sarcasm,tweeteval_irony_validation
Walking to school is so awesome,sarcasm,tweeteval_irony_train
So glad they've found a way to make the gospel socially relevant to klingons!,sarcasm,tweeteval_irony_train
so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise,sarcasm,tweeteval_irony_train
Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter,sarcasm,tweeteval_irony_train
"@user Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe.  #HungerGames",sarcasm,tweeteval_irony_train
@user @user great days there under Wilko.,sarcasm,tweeteval_irony_train
"Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine I know I'd feel better.",sarcasm,tweeteval_irony_train
@user @user @user @user asked back to be models next month,sarcasm,tweeteval_irony_train
@user @user but they did uncover the hidden arsenals of WMD in iraq as a result of the (torture) enhanced interrogation,sarcasm,tweeteval_irony_train
@user really showing me the fastest LTE around  #speedtest,sarcasm,tweeteval_irony_train
@user Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot,sarcasm,tweeteval_irony_train
Watching Christmas movies alone is like so much fun.,sarcasm,tweeteval_irony_train
@user  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.,sarcasm,tweeteval_irony_train
@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.,sarcasm,tweeteval_irony_train
#Consensus of Absolute Hilarious #Irony – #MichaelMann to lecture on #Professional #Ethics for #Climate #Scientists?,sarcasm,tweeteval_irony_test
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",sarcasm,tweeteval_irony_test
"K should give us a famous bf, some fan need an entertainment apparently",sarcasm,tweeteval_irony_train
I was really happy to hear that all of the NBC hockey talking heads pointed out Ovechkin's strong Corsi & +4 status this season.,sarcasm,tweeteval_irony_validation
Really looked forward to waking up this early for finals......,sarcasm,tweeteval_irony_train
Monday mornings are my fave :),sarcasm,tweeteval_irony_train
We cram 5 minutes before an exam and get a tag of qualified person.,sarcasm,tweeteval_irony_train
it's International Human Rights Day #irony,sarcasm,tweeteval_irony_test
How in the world will I start my day once Kaitlyn gets tired of #Frozen?   #Idontwanttobuildasnowman #mommyproblems #mommylife,sarcasm,tweeteval_irony_validation
.@7eleven Big Gulps for health care,sarcasm,tweeteval_irony_train
"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline.  Thanks Indy!",sarcasm,tweeteval_irony_train
@user thats not weird at all,sarcasm,tweeteval_irony_train
Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not,sarcasm,tweeteval_irony_test
"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",sarcasm,tweeteval_irony_train
"There's a reason I don't tell my parents anything, cause I always get THE most positive responses",sarcasm,tweeteval_irony_validation
@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,sarcasm,tweeteval_irony_test
"Family time is nice and all, but I'm ready to be back at work on this fine morning.",sarcasm,tweeteval_irony_validation
@user Presumably you have evidence to back this claim and it's not simply a feeling you have based on your interactions.,sarcasm,tweeteval_irony_train
@user @user @user I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |,sarcasm,tweeteval_irony_train
Is it ironic for a @user song to come on my #ipod after a @user song?!  #SelenaGomez #JustinBeiber,sarcasm,tweeteval_irony_train
I may or may not have put @user at the top of @user tree soon as he likes Christmas time... #Sarcasm,sarcasm,tweeteval_irony_test
Cheap and expensive,sarcasm,tweeteval_irony_train
"@user @user Really?! This is absolutely below the belt, especially towards Tom Boon ... #DeepRespect ...",sarcasm,tweeteval_irony_train
".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",sarcasm,tweeteval_irony_train
Love waking up to no heat in my apartment #not #socold,sarcasm,tweeteval_irony_test
Me when I think I can do a cartwheel!,sarcasm,tweeteval_irony_train
Sweet United Nations video. Just in time for Christmas. #imagine #NoReligion,sarcasm,tweeteval_irony_train
"The  of #American #protesters calling for an end to #RacialProfiling while holding signs referencing "" #BlackPeople "" | #ICantBreathe",sarcasm,tweeteval_irony_validation
"Ostentatious ""a showy display designed to impress"". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot",sarcasm,tweeteval_irony_train
So excited for work,sarcasm,tweeteval_irony_train
My bed time stories are awesome  #theyllgiveyounightmares #ohwell #youaskedforit,sarcasm,tweeteval_irony_train
"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",sarcasm,tweeteval_irony_test
"@user Gonna miss @user @user @user and others, but at least we got Howie Kendrick...  #NotStoked #WTF",sarcasm,tweeteval_irony_train
Aw thanks mother nature. Merry Christmas to you too!,sarcasm,tweeteval_irony_train
Went neck deep in a swamp today so that was fun  #chilly,sarcasm,tweeteval_irony_validation
"@user Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @user @user",sarcasm,tweeteval_irony_validation
@user yeah that's it,sarcasm,tweeteval_irony_train
"I'm so glad that Jonathan Stewart had to have, his best game in 5 yrs against me in fantasy fb playoffs.....  #imout",sarcasm,tweeteval_irony_train
Lights went off at my school so now we trying to learn with one emergency light on in the classroom how great!,sarcasm,tweeteval_irony_validation
Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany,sarcasm,tweeteval_irony_train
There was a point where the effort was coming in only one direction. I left and that there was a 180° change in direction,sarcasm,tweeteval_irony_train
@user Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,sarcasm,tweeteval_irony_train
.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.,sarcasm,tweeteval_irony_train
As a little girl I would dream of shouting instructions repeatedly and being completely ignored. #motherhood,sarcasm,tweeteval_irony_validation
I love finals week! #justkidding  #stressed,sarcasm,tweeteval_irony_train
The moment you realize that what have you done in this whole year .,sarcasm,tweeteval_irony_validation
#birthcontrol #lol #wtf #whatisbirthcontrol @user great commercial #sarcasm,sarcasm,tweeteval_irony_test
Downplaying social media but using a hashtag? #givepresence,sarcasm,tweeteval_irony_train
NEW  CURTAIN U.S. #Christians like @user travel to #Russia to torment #LGBT who are seeking asylum here,sarcasm,tweeteval_irony_train
"@user You ARE pretty so I better play your ""free"" #SkinnerBox game. I'm sure it won't ask for my money after a few levels.",sarcasm,tweeteval_irony_validation
Thank you Harding science department for only giving us 55 minutes for our final.,sarcasm,tweeteval_irony_train
K. Michelle said Lil Kim is Plastic but 65% of her body is fake and silicone. Kim went Plat on PayPal but K has never SEEN platinum. #Irony,sarcasm,tweeteval_irony_test
I just love a chaotic school run!!!...,sarcasm,tweeteval_irony_train
:-|Gifted by the God|Improved with Skills| #KarmicThought #WiseWord,sarcasm,tweeteval_irony_validation
Your cyber Monday sale got extended? No fucking way!  #stfu,sarcasm,tweeteval_irony_validation
well I clearly wrote that last tweet,sarcasm,tweeteval_irony_validation
I love running on 3 hours of sleep..  #ijustwannasleep 😕,sarcasm,tweeteval_irony_validation
Nothing says welcome to home better than this. #wemissedyoutoo,sarcasm,tweeteval_irony_train
@user @user Putting 123 between Muhammad and Ali? I find your own twitter ID quite blasphemic and offending,sarcasm,tweeteval_irony_train
Take my time because I want it all right?,sarcasm,tweeteval_irony_train
@user doesn't lucky and fortunate mean the same thing?,sarcasm,tweeteval_irony_train
@user @user @user sure that will end well,sarcasm,tweeteval_irony_train
@user @user Ya cause their country is calm and peaceful from Everyone arming themselves,sarcasm,tweeteval_irony_train
"I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^  #LaughNow .o.",sarcasm,tweeteval_irony_train
Why is paper so sharp? Someone should put a ban on paper!  #liberalmentality,sarcasm,tweeteval_irony_train
So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday,sarcasm,tweeteval_irony_train
What a great person you are.,sarcasm,tweeteval_irony_train
Climate change redux: CALIFORNIANS experience drought & voted for bonds to cover.Climate changed &now we have most rain in 100 years.,sarcasm,tweeteval_irony_train
Yeah so I'm on a diet🍕,sarcasm,tweeteval_irony_train
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,sarcasm,tweeteval_irony_test
It's so much fun to drive a front wheel drive car in the snow,sarcasm,tweeteval_irony_train
Love working and be exhausted all the time,sarcasm,tweeteval_irony_train
"Dear Manila, I'm with your traffic twin - Bangkok! yahooo  @ Sirat Express way",sarcasm,tweeteval_irony_train
Ahhh Finals week.... I'll throw a kegger at my house for all the survivors 💀💀💀 #Motivating  #RIP,sarcasm,tweeteval_irony_validation
"Isn't this blaming the victim? #sarcasm RT @user Every year, 600K college students are injured while drunk.",sarcasm,tweeteval_irony_test
50 mph winds make a great hair fan for a photo shoot. 😃,sarcasm,tweeteval_irony_train
Another great day on the #TTC.,sarcasm,tweeteval_irony_validation
13 voice mails at work is always lovely #not,sarcasm,tweeteval_irony_test
@user thanks for the wake up wrap and coffee this morning!! #CheapBastard,sarcasm,tweeteval_irony_train
There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,sarcasm,tweeteval_irony_test
Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate,sarcasm,tweeteval_irony_train
FINALLY TAKEN To the gir love  #heartbroken 12~19~14,sarcasm,tweeteval_irony_validation
"We were miles apart,but you found me, now we are close enough, still apart #irony",sarcasm,tweeteval_irony_test
Testing water temperatures #excitingtimes #Not,sarcasm,tweeteval_irony_test
Wishing my relationship was that real,sarcasm,tweeteval_irony_train
"Um, really @user  #nothanks #UVA",sarcasm,tweeteval_irony_validation
I just love working Sunday's.,sarcasm,tweeteval_irony_train
I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly,sarcasm,tweeteval_irony_train
Off to bed can't wait to feel this hangover. |,sarcasm,tweeteval_irony_train
I fell asleep posting my last post.,sarcasm,tweeteval_irony_validation
@user @user real tough to whoop dungeys ass,sarcasm,tweeteval_irony_validation
@user I actually think he needs to use the youngsters in this reincarnation #irony,sarcasm,tweeteval_irony_test
#TortureReport trending; I wasn't aware J.K. Rowling released her new book.,sarcasm,tweeteval_irony_validation
"@user So we can see Reigns do a lame superman punch & a spear? Gee, can't wait! #RAW",sarcasm,tweeteval_irony_validation
@user . @user awk moment when I tweeted first #fakefan !!!!!,sarcasm,tweeteval_irony_train
@user the police turned it violent. (-_-) I so LOVE the truth in headlines!! (-_-),sarcasm,tweeteval_irony_train
I just love being wide awake at 4am,sarcasm,tweeteval_irony_train
"If his Twitter account is any sign, then this book looks to be a must read  id rather read twilight",sarcasm,tweeteval_irony_train
